20090101,16.360000
20090102,2.150000
20090103,0.550000
20090104,11.080000
20090105,3.600000
20090106,235.420000
20090107,1702.090000
20090108,684.550000
20090109,9.920000
20090110,2.120000
20090111,421.500000
20090112,1.510000
20090113,0.000000
20090114,1.680000
20090115,43.560000
20090116,1.320000
20090117,0.010000
20090118,13.180000
20090119,24.950000
20090120,41.110000
20090121,0.240000
20090122,0.170000
20090123,0.000000
20090124,0.010000
20090125,0.360000
20090126,3.510000
20090127,163.320000
20090128,1271.660000
20090129,223.920000
20090130,0.240000
20090131,5.090000
20090201,19.340000
20090202,0.090000
20090203,281.130000
20090204,13.360000
20090205,1.750000
20090206,0.000000
20090207,0.000000
20090208,1.150000
20090209,0.080000
20090210,0.010000
20090211,74.870000
20090212,265.550000
20090213,0.020000
20090214,0.080000
20090215,31.100000
20090216,0.090000
20090217,0.540000
20090218,21.970000
20090219,307.580000
20090220,22.730000
20090221,1.080000
20090222,8.000000
20090223,63.970000
20090224,21.540000
20090225,0.120000
20090226,0.030000
20090227,0.670000
20090228,128.710000
20090301,331.060000
20090302,458.320000
20090303,0.900000
20090304,0.000000
20090305,0.000000
20090306,0.500000
20090307,0.100000
20090308,0.100000
20090309,3.150000
20090310,184.600000
20090311,0.090000
20090312,0.560000
20090313,20.830000
20090314,1.280000
20090315,340.830000
20090316,249.580000
20090317,406.680000
20090318,0.170000
20090319,0.360000
20090320,96.060000
20090321,0.180000
20090322,6.930000
20090323,12.040000
20090324,0.000000
20090325,0.040000
20090326,299.530000
20090327,523.230000
20090328,997.700000
20090329,126.790000
20090330,134.520000
20090331,6.200000
20090401,0.090000
20090402,67.600000
20090403,706.330000
20090404,447.740000
20090405,30.570000
20090406,67.770000
20090407,45.330000
20090408,49.590000
20090409,0.210000
20090410,0.340000
20090411,559.590000
20090412,259.580000
20090413,0.000000
20090414,79.880000
20090415,275.430000
20090416,403.150000
20090417,0.000000
20090418,0.000000
20090419,0.120000
20090420,1047.780000
20090421,798.610000
20090422,288.950000
20090423,130.250000
20090424,2.390000
20090425,5.550000
20090426,11.040000
20090427,4.030000
20090428,0.100000
20090429,108.780000
20090430,646.070000
20090501,49.140000
20090502,262.280000
20090503,240.080000
20090504,1850.970000
20090505,664.120000
20090506,463.890000
20090507,920.240000
20090508,166.910000
20090509,66.080000
20090510,1.390000
20090511,19.330000
20090512,320.020000
20090513,0.010000
20090514,3.490000
20090515,407.230000
20090516,3.250000
20090517,1252.490000
20090518,12.410000
20090519,0.000000
20090520,0.010000
20090521,0.030000
20090522,0.000000
20090523,0.040000
20090524,55.930000
20090525,80.180000
20090526,1354.730000
20090527,513.500000
20090528,18.830000
20090529,575.440000
20090530,220.830000
20090531,376.370000
20090601,0.350000
20090602,3.980000
20090603,198.750000
20090604,873.250000
20090605,1480.350000
20090606,715.500000
20090607,0.000000
20090608,0.260000
20090609,271.390000
20090610,410.680000
20090611,447.230000
20090612,256.060000
20090613,83.650000
20090614,230.150000
20090615,54.920000
20090616,6.060000
20090617,444.540000
20090618,1679.020000
20090619,95.250000
20090620,154.040000
20090621,582.890000
20090622,33.470000
20090623,0.910000
20090624,0.000000
20090625,4.500000
20090626,406.650000
20090627,146.420000
20090628,0.080000
20090629,33.990000
20090630,0.550000
20090701,96.230000
20090702,366.360000
20090703,14.160000
20090704,1.230000
20090705,46.420000
20090706,145.680000
20090707,127.960000
20090708,487.560000
20090709,20.260000
20090710,15.110000
20090711,0.070000
20090712,205.820000
20090713,15.340000
20090714,0.050000
20090715,0.000000
20090716,0.120000
20090717,0.870000
20090718,690.300000
20090719,0.010000
20090720,0.080000
20090721,362.410000
20090722,196.150000
20090723,347.970000
20090724,483.100000
20090725,105.950000
20090726,709.020000
20090727,189.490000
20090728,16.280000
20090729,175.690000
20090730,379.640000
20090731,73.090000
20090801,807.090000
20090802,433.640000
20090803,468.960000
20090804,0.000000
20090805,33.480000
20090806,336.170000
20090807,74.640000
20090808,2.100000
20090809,2.480000
20090810,0.230000
20090811,35.400000
20090812,67.890000
20090813,188.840000
20090814,14.300000
20090815,5.600000
20090816,15.690000
20090817,50.250000
20090818,143.560000
20090819,156.610000
20090820,201.680000
20090821,87.550000
20090822,1034.000000
20090823,334.810000
20090824,5.540000
20090825,14.730000
20090826,0.000000
20090827,0.300000
20090828,374.290000
20090829,332.980000
20090830,102.980000
20090831,1.470000
20090901,0.080000
20090902,0.000000
20090903,0.020000
20090904,0.000000
20090905,0.000000
20090906,3.960000
20090907,6.390000
20090908,78.820000
20090909,90.140000
20090910,47.550000
20090911,68.900000
20090912,167.520000
20090913,0.060000
20090914,0.000000
20090915,0.000000
20090916,26.890000
20090917,256.990000
20090918,30.300000
20090919,0.100000
20090920,0.000000
20090921,0.010000
20090922,2.730000
20090923,62.730000
20090924,66.970000
20090925,260.390000
20090926,118.210000
20090927,2133.460000
20090928,18.160000
20090929,61.800000
20090930,9.270000
20091001,18.590000
20091002,0.600000
20091003,51.570000
20091004,7.750000
20091005,4.010000
20091006,1.630000
20091007,72.520000
20091008,65.520000
20091009,205.380000
20091010,154.950000
20091011,16.110000
20091012,0.000000
20091013,0.000000
20091014,21.360000
20091015,310.710000
20091016,925.060000
20091017,339.300000
20091018,750.380000
20091019,2.180000
20091020,0.000000
20091021,0.040000
20091022,0.030000
20091023,1.500000
20091024,678.000000
20091025,620.270000
20091026,0.000000
20091027,123.960000
20091028,1746.370000
20091029,0.160000
20091030,0.000000
20091031,0.460000
20091101,976.990000
20091102,208.180000
20091103,4.210000
20091104,24.420000
20091105,10.540000
20091106,28.680000
20091107,0.010000
20091108,0.030000
20091109,0.000000
20091110,0.000000
20091111,451.630000
20091112,1369.980000
20091113,213.060000
20091114,175.250000
20091115,7.580000
20091116,0.000000
20091117,0.000000
20091118,0.000000
20091119,511.190000
20091120,785.680000
20091121,0.100000
20091122,0.000000
20091123,43.710000
20091124,691.390000
20091125,10.070000
20091126,5.390000
20091127,187.140000
20091128,12.590000
20091129,0.000000
20091130,1.730000
20091201,197.470000
20091202,9.880000
20091203,1609.550000
20091204,3.680000
20091205,40.760000
20091206,722.340000
20091207,0.020000
20091208,0.180000
20091209,2687.170000
20091210,25.440000
20091211,0.150000
20091212,15.050000
20091213,41.190000
20091214,487.580000
20091215,8.150000
20091216,0.690000
20091217,3.230000
20091218,0.420000
20091219,1533.440000
20091220,1382.830000
20091221,0.450000
20091222,0.970000
20091223,23.370000
20091224,1.570000
20091225,50.120000
20091226,1150.900000
20091227,116.220000
20091228,3.820000
20091229,2.360000
20091230,0.000000
20091231,342.290000
20100101,67.490000
20100102,6.570000
20100103,2.490000
20100104,0.000000
20100105,0.370000
